cartridge,bullet_diameter,bullet_brand,bullet_type,bullet_weight,powder_type,burn_rate_index,charge_weight,velocity_fps,coal
223_rem,0.225,barnes,tac_x_bt,62.0,vihtavuori_n530,100,24.4,3100,2.260
223_rem,0.225,barnes,tac_x_bt,62.0,vihtavuori_n135,102,25.2,3054,2.260
223_rem,0.225,barnes,tac_x_bt,62.0,vihtavuori_n140,112,26.2,3031,2.260
223_rem,0.225,barnes,tac_x_bt,62.0,vihtavuori_n540,117,27.2,3159,2.260
223_rem,0.225,barnes,ttsx_bt,62.0,vihtavuori_n133,89,22.2,2966,2.244
223_rem,0.225,barnes,ttsx_bt,62.0,vihtavuori_n530,100,23.3,3035,2.244
223_rem,0.225,barnes,ttsx_bt,62.0,vihtavuori_n135,102,23.3,3022,2.244
223_rem,0.225,barnes,ttsx_bt,62.0,vihtavuori_n140,112,26.2,2976,2.244
223_rem,0.225,barnes,ttsx_bt,62.0,vihtavuori_n540,117,26.9,3146,2.244
223_rem,0.225,barnes,lrx_bt,77.0,vihtavuori_n140,112,24.7,2674,2.260
223_rem,0.225,barnes,lrx_bt,77.0,vihtavuori_n540,117,24.8,2776,2.260
223_rem,0.225,barnes,bt_match,85.0,vihtavuori_n135,102,20.8,2493,2.228
223_rem,0.225,barnes,bt_match,85.0,vihtavuori_n140,112,23.6,2641,2.228
223_rem,0.225,barnes,bt_match,85.0,vihtavuori_n540,117,23.6,2687,2.228
223_rem,0.225,barnes,bt_match,85.0,vihtavuori_n150,124,23.8,2648,2.228
223_rem,0.225,berger,fb_target,52.0,vihtavuori_n120,81,18.5,2940,2.260
223_rem,0.225,berger,fb_target,52.0,vihtavuori_n130,84,20.8,3022,2.260
223_rem,0.225,berger,fb_target,52.0,vihtavuori_n133,89,22.5,3077,2.260
223_rem,0.225,berger,fb_target,52.0,vihtavuori_n530,100,22.7,3041,2.260
223_rem,0.225,berger,fb_target,52.0,vihtavuori_n135,102,23.9,3136,2.260
223_rem,0.225,berger,fb_varmint,52.0,vihtavuori_n130,84,21.1,2972,2.260
223_rem,0.225,berger,fb_varmint,52.0,vihtavuori_n133,89,23.0,3048,2.260
223_rem,0.225,berger,fb_varmint,52.0,vihtavuori_n530,100,23.6,3068,2.260
223_rem,0.225,berger,fb_varmint,52.0,vihtavuori_n135,102,24.1,3054,2.260
223_rem,0.225,berger,fb_varmint,52.0,vihtavuori_n140,112,25.0,2982,2.260
223_rem,0.225,berger,fb_varmint,55.0,vihtavuori_n130,84,20.7,2877,2.260
223_rem,0.225,berger,fb_varmint,55.0,vihtavuori_n133,89,22.4,2933,2.260
223_rem,0.225,berger,fb_varmint,55.0,vihtavuori_n530,100,23.1,2969,2.260
223_rem,0.225,berger,fb_varmint,55.0,vihtavuori_n135,102,23.8,2956,2.260
223_rem,0.225,berger,fb_varmint,55.0,vihtavuori_n140,112,24.7,2917,2.260
223_rem,0.225,berger,fb_varmint,60.0,vihtavuori_n133,89,21.5,2782,2.260
223_rem,0.225,berger,fb_varmint,60.0,vihtavuori_n530,100,22.4,2822,2.260
223_rem,0.225,berger,fb_varmint,60.0,vihtavuori_n135,102,23.0,2822,2.260
223_rem,0.225,berger,fb_varmint,60.0,vihtavuori_n140,112,23.9,2818,2.260
223_rem,0.225,berger,fb_varmint,60.0,vihtavuori_n540,117,24.8,2897,2.260
223_rem,0.225,berger,bt_target,73.0,vihtavuori_n133,89,18.5,2451,2.260
223_rem,0.225,berger,bt_target,73.0,vihtavuori_n530,100,20.5,2533,2.260
223_rem,0.225,berger,bt_target,73.0,vihtavuori_n135,102,20.2,2438,2.260
223_rem,0.225,berger,bt_target,73.0,vihtavuori_n140,112,21.9,2503,2.260
223_rem,0.225,berger,bt_target,73.0,vihtavuori_n540,117,22.7,2582,2.260
223_rem,0.225,berger,vld_target,75.0,vihtavuori_n133,89,18.7,2402,2.260
223_rem,0.225,berger,vld_target,75.0,vihtavuori_n530,100,20.8,2546,2.260
223_rem,0.225,berger,vld_target,75.0,vihtavuori_n135,102,20.8,2503,2.260
223_rem,0.225,berger,vld_target,75.0,vihtavuori_n140,112,22.2,2530,2.260
223_rem,0.225,berger,vld_target,75.0,vihtavuori_n540,117,22.7,786,2.260
223_rem,0.225,berger,otm_tactical,77.0,vihtavuori_n133,89,17.7,2402,2.260
223_rem,0.225,berger,otm_tactical,77.0,vihtavuori_n135,102,17.7,2336,2.260
223_rem,0.225,berger,otm_tactical,77.0,vihtavuori_n140,112,22.1,2533,2.260
223_rem,0.225,berger,otm_tactical,77.0,vihtavuori_n540,117,22.4,2543,2.260
223_rem,0.225,berger,otm_tactical,77.0,vihtavuori_n150,124,21.6,2575,2.260
223_rem,0.225,berger,otm_tactical,77.0,vihtavuori_n550,129,23.9,2549,2.260
223_rem,0.225,berger,fullbore_target,80.5,vihtavuori_n133,89,19.3,2444,2.244
223_rem,0.225,berger,fullbore_target,80.5,vihtavuori_n530,100,20.5,2500,2.244
223_rem,0.225,berger,fullbore_target,80.5,vihtavuori_n135,102,19.6,2428,2.244
223_rem,0.225,berger,fullbore_target,80.5,vihtavuori_n140,112,21.9,2500,2.244
223_rem,0.225,berger,fullbore_target,80.5,vihtavuori_n540,117,22.5,2556,2.244
223_rem,0.225,berger,fullbore_target,80.5,vihtavuori_n150,124,22.2,2543,2.244
223_rem,0.225,berger,fullbore_target,80.5,vihtavuori_n550,129,24.1,2523,2.244
223_rem,0.225,berger,long_range_hybrid_target,85.5,vihtavuori_n133,89,19.3,2375,2.323
223_rem,0.225,berger,long_range_hybrid_target,85.5,vihtavuori_n135,102,20.1,2408,2.323
223_rem,0.225,berger,long_range_hybrid_target,85.5,vihtavuori_n140,112,21.9,2477,2.323
223_rem,0.225,berger,long_range_hybrid_target,85.5,vihtavuori_n540,117,22.8,2523,2.323
223_rem,0.225,berger,long_range_hybrid_target,85.5,vihtavuori_n150,124,22.4,2487,2.323
223_rem,0.225,berger,hpbt,90.0,vihtavuori_n140,112,19.3,2119,2.457
223_rem,0.225,berger,hpbt,90.0,vihtavuori_n540,117,20.7,2238,2.457
223_rem,0.225,berger,hpbt,90.0,vihtavuori_n150,124,19.4,2136,2.457
223_rem,0.225,berger,fb_target,52.0,vihtavuori_n120,81,20.4,3189,2.260
223_rem,0.225,berger,fb_target,52.0,vihtavuori_n130,84,22.5,3271,2.260
223_rem,0.225,berger,fb_target,52.0,vihtavuori_n133,89,24.8,3360,2.260
223_rem,0.225,berger,fb_target,52.0,vihtavuori_n530,100,25.3,3369,2.260
223_rem,0.225,berger,fb_target,52.0,vihtavuori_n135,102,26.1,3402,2.260
223_rem,0.225,berger,fb_varmint,52.0,vihtavuori_n130,84,23.5,3310,2.260
223_rem,0.225,berger,fb_varmint,52.0,vihtavuori_n133,89,25.0,3343,2.260
223_rem,0.225,berger,fb_varmint,52.0,vihtavuori_n530,100,25.8,3369,2.260
223_rem,0.225,berger,fb_varmint,52.0,vihtavuori_n135,102,26.7,3373,2.260
223_rem,0.225,berger,fb_varmint,52.0,vihtavuori_n140,112,26.2,3146,2.260
223_rem,0.225,berger,fb_varmint,55.0,vihtavuori_n130,84,23.0,3196,2.260
223_rem,0.225,berger,fb_varmint,55.0,vihtavuori_n133,89,24.7,3251,2.260
223_rem,0.225,berger,fb_varmint,55.0,vihtavuori_n530,100,25.2,3268,2.260
223_rem,0.225,berger,fb_varmint,55.0,vihtavuori_n135,102,26.2,3271,2.260
223_rem,0.225,berger,fb_varmint,55.0,vihtavuori_n140,112,26.5,3166,2.260
223_rem,0.225,berger,fb_varmint,60.0,vihtavuori_n133,89,24.2,3107,2.260
223_rem,0.225,berger,fb_varmint,60.0,vihtavuori_n530,100,24.4,3156,2.260
223_rem,0.225,berger,fb_varmint,60.0,vihtavuori_n135,102,25.8,3140,2.260
223_rem,0.225,berger,fb_varmint,60.0,vihtavuori_n140,112,26.2,3068,2.260
223_rem,0.225,berger,fb_varmint,60.0,vihtavuori_n540,117,27.2,3219,2.260
223_rem,0.225,berger,bt_target,73.0,vihtavuori_n133,89,21.8,2697,2.260
223_rem,0.225,berger,bt_target,73.0,vihtavuori_n530,100,23.1,2910,2.260
223_rem,0.225,berger,bt_target,73.0,vihtavuori_n135,102,23.3,2805,2.260
223_rem,0.225,berger,bt_target,73.0,vihtavuori_n140,112,25.3,2871,2.260
223_rem,0.225,berger,bt_target,73.0,vihtavuori_n540,117,25.5,2949,2.260
223_rem,0.225,berger,vld_target,75.0,vihtavuori_n133,89,21.9,2746,2.260
223_rem,0.225,berger,vld_target,75.0,vihtavuori_n530,100,23.1,2894,2.260
223_rem,0.225,berger,vld_target,75.0,vihtavuori_n135,102,23.8,2835,2.260
223_rem,0.225,berger,vld_target,75.0,vihtavuori_n140,112,25.5,2877,2.260
223_rem,0.225,berger,vld_target,75.0,vihtavuori_n540,117,25.9,2963,2.260
223_rem,0.225,berger,otm_tactical,77.0,vihtavuori_n133,89,20.1,2595,2.260
223_rem,0.225,berger,otm_tactical,77.0,vihtavuori_n135,102,21.3,2661,2.260
223_rem,0.225,berger,otm_tactical,77.0,vihtavuori_n140,112,25.0,2815,2.260
223_rem,0.225,berger,otm_tactical,77.0,vihtavuori_n540,117,24.8,2841,2.260
223_rem,0.225,berger,otm_tactical,77.0,vihtavuori_n150,124,25.2,2812,2.260
223_rem,0.225,berger,otm_tactical,77.0,vihtavuori_n550,129,27.0,2881,2.260
223_rem,0.225,berger,fullbore_target,80.5,vihtavuori_n133,89,21.0,2638,2.244
223_rem,0.225,berger,fullbore_target,80.5,vihtavuori_n530,100,22.5,2740,2.244
223_rem,0.225,berger,fullbore_target,80.5,vihtavuori_n135,102,22.1,2690,2.244
223_rem,0.225,berger,fullbore_target,80.5,vihtavuori_n140,112,24.4,2753,2.244
223_rem,0.225,berger,fullbore_target,80.5,vihtavuori_n540,117,24.8,2828,2.244
223_rem,0.225,berger,fullbore_target,80.5,vihtavuori_n150,124,24.7,2792,2.244
223_rem,0.225,berger,fullbore_target,80.5,vihtavuori_n550,129,26.9,2799,2.244
223_rem,0.225,berger,long_range_hybrid_target,85.5,vihtavuori_n133,89,21.3,2602,2.323
223_rem,0.225,berger,long_range_hybrid_target,85.5,vihtavuori_n135,102,22.1,2638,2.323
223_rem,0.225,berger,long_range_hybrid_target,85.5,vihtavuori_n140,112,23.9,2710,2.323
223_rem,0.225,berger,long_range_hybrid_target,85.5,vihtavuori_n540,117,24.7,2746,2.323
223_rem,0.225,berger,long_range_hybrid_target,85.5,vihtavuori_n150,124,24.7,2700,2.323
223_rem,0.225,berger,hpbt,90.0,vihtavuori_n140,112,21.8,2411,2.457
223_rem,0.225,berger,hpbt,90.0,vihtavuori_n540,117,23.0,2490,2.457
223_rem,0.225,berger,hpbt,90.0,vihtavuori_n150,124,22.5,2431,2.457
223_rem,0.225,campro,spitzer_bt_fmj,55.0,vihtavuori_n120,81,18.7,2881,2.244
223_rem,0.225,campro,spitzer_bt_fmj,55.0,vihtavuori_n130,84,21.1,2969,2.244
223_rem,0.225,campro,spitzer_bt_fmj,55.0,vihtavuori_n133,89,22.4,2982,2.244
223_rem,0.225,campro,spitzer_bt_fmj,55.0,vihtavuori_n135,102,23.9,3071,2.244
223_rem,0.225,campro,spitzer_bt_fmj,62.0,vihtavuori_n130,84,18.5,2703,2.244
223_rem,0.225,campro,spitzer_bt_fmj,62.0,vihtavuori_n133,89,18.5,2690,2.244
223_rem,0.225,campro,spitzer_bt_fmj,62.0,vihtavuori_n135,102,19.3,2700,2.244
223_rem,0.225,campro,spitzer_bt_fmj,62.0,vihtavuori_n140,112,23.9,2792,2.244
223_rem,0.225,campro,spitzer_bt_fmj,62.0,vihtavuori_n540,117,24.7,2861,2.244
223_rem,0.225,campro,spitzer_bt_fmj,55.0,vihtavuori_n120,81,20.7,3130,2.244
223_rem,0.225,campro,spitzer_bt_fmj,55.0,vihtavuori_n130,84,23.6,3245,2.244
223_rem,0.225,campro,spitzer_bt_fmj,55.0,vihtavuori_n133,89,25.5,3314,2.244
223_rem,0.225,campro,spitzer_bt_fmj,55.0,vihtavuori_n135,102,25.9,3271,2.244
223_rem,0.225,campro,spitzer_bt_fmj,62.0,vihtavuori_n130,84,21.6,2992,2.244
223_rem,0.225,campro,spitzer_bt_fmj,62.0,vihtavuori_n133,89,23.3,3058,2.244
223_rem,0.225,campro,spitzer_bt_fmj,62.0,vihtavuori_n135,102,24.2,3091,2.244
223_rem,0.225,campro,spitzer_bt_fmj,62.0,vihtavuori_n140,112,26.2,3031,2.244
223_rem,0.225,campro,spitzer_bt_fmj,62.0,vihtavuori_n540,117,27.3,3173,2.244
223_rem,0.225,cutting_edge,mth,65.0,vihtavuori_n135,102,18.5,2507,2.252
223_rem,0.225,cutting_edge,mth,65.0,vihtavuori_n140,112,20.5,2526,2.252
223_rem,0.225,cutting_edge,mth,65.0,vihtavuori_n540,117,21.6,2615,2.252
223_rem,0.225,cutting_edge,mth,65.0,vihtavuori_n135,102,21.3,2805,2.252
223_rem,0.225,cutting_edge,mth,65.0,vihtavuori_n140,112,24.4,2897,2.252
223_rem,0.225,cutting_edge,mth,65.0,vihtavuori_n540,117,24.7,2956,2.252
223_rem,0.225,fox,classic_hunter,50.0,vihtavuori_n130,84,19.9,2972,2.165
223_rem,0.225,fox,classic_hunter,50.0,vihtavuori_n133,89,20.8,3005,2.165
223_rem,0.225,fox,classic_hunter,50.0,vihtavuori_n530,100,22.2,3048,2.165
223_rem,0.225,fox,classic_hunter,50.0,vihtavuori_n135,102,23.1,3120,2.165
223_rem,0.225,fox,classic_hunter,55.0,vihtavuori_n130,84,18.2,2772,2.165
223_rem,0.225,fox,classic_hunter,55.0,vihtavuori_n133,89,20.1,2864,2.165
223_rem,0.225,fox,classic_hunter,55.0,vihtavuori_n530,100,20.8,2867,2.165
223_rem,0.225,fox,classic_hunter,55.0,vihtavuori_n135,102,20.8,2884,2.165
223_rem,0.225,fox,classic_hunter,50.0,vihtavuori_n130,84,21.8,3261,2.165
223_rem,0.225,fox,classic_hunter,50.0,vihtavuori_n133,89,23.8,3343,2.165
223_rem,0.225,fox,classic_hunter,50.0,vihtavuori_n530,100,24.8,3399,2.165
223_rem,0.225,fox,classic_hunter,50.0,vihtavuori_n135,102,25.6,3422,2.165
223_rem,0.225,fox,classic_hunter,55.0,vihtavuori_n130,84,20.5,3068,2.165
223_rem,0.225,fox,classic_hunter,55.0,vihtavuori_n133,89,22.5,3163,2.165
223_rem,0.225,fox,classic_hunter,55.0,vihtavuori_n530,100,23.3,3199,2.165
223_rem,0.225,fox,classic_hunter,55.0,vihtavuori_n135,102,23.9,3219,2.165
223_rem,0.225,hornady,ntx,35.0,vihtavuori_n120,81,19.6,3458,2.205
223_rem,0.225,hornady,ntx,35.0,vihtavuori_n130,84,23.1,3543,2.205
223_rem,0.225,hornady,ntx,35.0,vihtavuori_n133,89,24.7,3632,2.205
223_rem,0.225,hornady,ntx,35.0,vihtavuori_n135,102,25.8,3665,2.205
223_rem,0.225,hornady,v_max,40.0,vihtavuori_n120,81,19.8,3346,2.224
223_rem,0.225,hornady,v_max,40.0,vihtavuori_n130,84,21.8,3396,2.224
223_rem,0.225,hornady,v_max,40.0,vihtavuori_n133,89,24.7,3517,2.224
223_rem,0.225,hornady,v_max,40.0,vihtavuori_n530,100,24.2,3376,2.224
223_rem,0.225,hornady,ecx,50.0,vihtavuori_n133,89,19.8,2861,2.205
223_rem,0.225,hornady,ecx,50.0,vihtavuori_n135,102,20.8,2923,2.205
223_rem,0.225,hornady,ecx,50.0,vihtavuori_n140,112,23.5,2946,2.205
223_rem,0.225,hornady,ecx,50.0,vihtavuori_n540,117,23.9,2959,2.205
223_rem,0.225,hornady,v_max,53.0,vihtavuori_n130,84,20.8,3025,2.256
223_rem,0.225,hornady,v_max,53.0,vihtavuori_n133,89,22.8,3077,2.256
223_rem,0.225,hornady,v_max,53.0,vihtavuori_n530,100,22.8,3084,2.256
223_rem,0.225,hornady,v_max,53.0,vihtavuori_n135,102,23.9,3133,2.256
223_rem,0.225,hornady,fmjbt,55.0,vihtavuori_n120,81,18.7,2917,2.244
223_rem,0.225,hornady,fmjbt,55.0,vihtavuori_n130,84,21.8,3136,2.244
223_rem,0.225,hornady,fmjbt,55.0,vihtavuori_n133,89,22.1,3045,2.244
223_rem,0.225,hornady,fmjbt,55.0,vihtavuori_n530,100,23.1,3087,2.244
223_rem,0.225,hornady,fmjbt,55.0,vihtavuori_n135,102,23.3,3077,2.244
223_rem,0.225,hornady,fmjbt,55.0,vihtavuori_n140,112,24.7,3051,2.244
223_rem,0.225,hornady,v_max,55.0,vihtavuori_n130,84,20.4,2812,2.260
223_rem,0.225,hornady,v_max,55.0,vihtavuori_n133,89,21.5,2782,2.260
223_rem,0.225,hornady,v_max,55.0,vihtavuori_n530,100,23.0,2927,2.260
223_rem,0.225,hornady,v_max,55.0,vihtavuori_n135,102,23.5,2900,2.260
223_rem,0.225,hornady,v_max,55.0,vihtavuori_n140,112,25.3,2900,2.260
223_rem,0.225,hornady,hp,60.0,vihtavuori_n130,84,20.5,2867,2.244
223_rem,0.225,hornady,hp,60.0,vihtavuori_n133,89,22.1,2913,2.244
223_rem,0.225,hornady,hp,60.0,vihtavuori_n135,102,23.1,2930,2.244
223_rem,0.225,hornady,hp,60.0,vihtavuori_n140,112,25.0,2936,2.244
223_rem,0.225,hornady,eld_vt,62.0,vihtavuori_n130,84,21.1,2825,2.260
223_rem,0.225,hornady,eld_vt,62.0,vihtavuori_n133,89,22.2,2864,2.260
223_rem,0.225,hornady,eld_vt,62.0,vihtavuori_n135,102,23.3,2874,2.260
223_rem,0.225,hornady,eld_vt,62.0,vihtavuori_n140,112,25.5,2904,2.260
223_rem,0.225,hornady,eld_vt,62.0,vihtavuori_n540,117,25.0,2894,2.260
223_rem,0.225,hornady,gmx,70.0,vihtavuori_n133,89,19.3,2552,2.240
223_rem,0.225,hornady,gmx,70.0,vihtavuori_n530,100,19.3,2474,2.240
223_rem,0.225,hornady,gmx,70.0,vihtavuori_n135,102,19.3,2467,2.240
223_rem,0.225,hornady,gmx,70.0,vihtavuori_n140,112,21.6,2497,2.240
223_rem,0.225,hornady,gmx,70.0,vihtavuori_n540,117,21.9,2523,2.240
223_rem,0.225,hornady,bthp,75.0,vihtavuori_n135,102,20.7,2467,2.260
223_rem,0.225,hornady,bthp,75.0,vihtavuori_n140,112,22.1,2474,2.260
223_rem,0.225,hornady,bthp,75.0,vihtavuori_n540,117,23.1,2536,2.260
223_rem,0.225,hornady,eld_match,75.0,vihtavuori_n530,100,20.5,2549,2.260
223_rem,0.225,hornady,eld_match,75.0,vihtavuori_n135,102,21.3,2513,2.260
223_rem,0.225,hornady,eld_match,75.0,vihtavuori_n140,112,22.8,2523,2.260
223_rem,0.225,hornady,eld_match,75.0,vihtavuori_n540,117,22.7,2595,2.260
223_rem,0.225,hornady,eld_match,88.0,vihtavuori_n133,89,19.3,2352,2.323
223_rem,0.225,hornady,eld_match,88.0,vihtavuori_n530,100,19.3,2365,2.323
223_rem,0.225,hornady,eld_match,88.0,vihtavuori_n135,102,20.1,2365,2.323
223_rem,0.225,hornady,eld_match,88.0,vihtavuori_n140,112,21.6,2434,2.323
223_rem,0.225,hornady,eld_match,88.0,vihtavuori_n540,117,21.9,2431,2.323
223_rem,0.225,hornady,eld_match,88.0,vihtavuori_n150,124,21.9,2411,2.323
223_rem,0.225,hornady,ntx,35.0,vihtavuori_n120,81,22.1,3783,2.205
223_rem,0.225,hornady,ntx,35.0,vihtavuori_n130,84,25.9,3911,2.205
223_rem,0.225,hornady,ntx,35.0,vihtavuori_n133,89,25.9,3809,2.205
223_rem,0.225,hornady,ntx,35.0,vihtavuori_n135,102,26.2,3727,2.205
223_rem,0.225,hornady,v_max,40.0,vihtavuori_n120,81,22.4,3678,2.224
223_rem,0.225,hornady,v_max,40.0,vihtavuori_n130,84,24.2,3711,2.224
223_rem,0.225,hornady,v_max,40.0,vihtavuori_n133,89,25.9,3681,2.224
223_rem,0.225,hornady,v_max,40.0,vihtavuori_n530,100,26.9,3747,2.224
223_rem,0.225,hornady,ecx,50.0,vihtavuori_n133,89,23.1,3251,2.205
223_rem,0.225,hornady,ecx,50.0,vihtavuori_n135,102,24.2,3294,2.205
223_rem,0.225,hornady,ecx,50.0,vihtavuori_n140,112,26.9,3317,2.205
223_rem,0.225,hornady,ecx,50.0,vihtavuori_n540,117,26.7,3327,2.205
223_rem,0.225,hornady,v_max,53.0,vihtavuori_n130,84,22.7,3274,2.256
223_rem,0.225,hornady,v_max,53.0,vihtavuori_n133,89,24.7,3337,2.256
223_rem,0.225,hornady,v_max,53.0,vihtavuori_n530,100,24.7,3314,2.256
223_rem,0.225,hornady,v_max,53.0,vihtavuori_n135,102,25.8,3376,2.256
223_rem,0.225,hornady,fmjbt,55.0,vihtavuori_n120,81,20.7,3150,2.244
223_rem,0.225,hornady,fmjbt,55.0,vihtavuori_n130,84,23.5,3323,2.244
223_rem,0.225,hornady,fmjbt,55.0,vihtavuori_n133,89,24.5,3301,2.244
223_rem,0.225,hornady,fmjbt,55.0,vihtavuori_n530,100,25.0,3353,2.244
223_rem,0.225,hornady,fmjbt,55.0,vihtavuori_n135,102,25.6,3337,2.244
223_rem,0.225,hornady,fmjbt,55.0,vihtavuori_n140,112,26.8,3343,2.244
223_rem,0.225,hornady,v_max,55.0,vihtavuori_n130,84,23.0,3166,2.260
223_rem,0.225,hornady,v_max,55.0,vihtavuori_n133,89,25.0,3222,2.260
223_rem,0.225,hornady,v_max,55.0,vihtavuori_n530,100,25.3,3261,2.260
223_rem,0.225,hornady,v_max,55.0,vihtavuori_n135,102,26.2,3212,2.260
223_rem,0.225,hornady,v_max,55.0,vihtavuori_n140,112,26.5,3045,2.260
223_rem,0.225,hornady,hp,60.0,vihtavuori_n130,84,23.1,3173,2.244
223_rem,0.225,hornady,hp,60.0,vihtavuori_n133,89,24.7,3209,2.244
223_rem,0.225,hornady,hp,60.0,vihtavuori_n135,102,25.8,3202,2.244
223_rem,0.225,hornady,hp,60.0,vihtavuori_n140,112,26.8,3166,2.244
223_rem,0.225,hornady,eld_vt,62.0,vihtavuori_n130,84,23.0,3061,2.260
223_rem,0.225,hornady,eld_vt,62.0,vihtavuori_n133,89,24.1,3094,2.260
